Id,OverallQual,PropertyAge,TotalBsmtSF,1stFlrSF,2ndFlrSF,GrLivArea,TotalArea,FullBath,HalfBath,TotalBath,TotRmsAbvGrd,BedroomAbvGr,Neighborhood,MSZoning,BldgType,Remodelled,IsNew,IsPartial,SalePrice
799,9,1,1926,1966,1174,3140,8206,3,1,4,11,4,NridgHt,RL,1Fam,0,0,1,485000
800,5,70,731,981,787,1768,4267,2,1,3,7,3,SWISU,RL,1Fam,0,0,0,175000
801,6,11,616,616,1072,1688,3992,3,1,4,8,4,ClearCr,RL,1Fam,1,0,0,200000
802,4,91,1196,1196,0,1196,3588,2,0,2,5,2,IDOTRR,RM,1Fam,0,0,0,109900
803,7,3,728,728,728,1456,3640,3,1,4,7,3,CollgCr,RL,1Fam,1,0,0,189000
804,9,1,1734,1734,1088,2822,7378,3,1,4,12,4,NridgHt,RL,1Fam,0,0,1,582933
805,5,52,936,1128,0,1128,3192,1,0,1,5,2,NAmes,RL,1Fam,1,0,0,118000
806,7,0,1417,1428,0,1428,4273,2,0,2,6,3,Somerst,RL,1Fam,1,1,1,227680
807,5,39,980,980,0,980,2940,2,0,2,6,3,NAmes,RL,1Fam,1,0,0,135500
808,5,86,1324,1072,504,1576,4476,3,1,4,6,3,BrkSide,RL,1Fam,0,0,0,223500
809,5,40,1024,1086,0,1086,3196,2,0,2,6,3,NAmes,RL,1Fam,1,0,0,159950
810,5,111,849,1075,1063,2138,5125,2,0,2,11,2,OldTown,RM,1Fam,0,0,0,106000
811,6,32,1040,1309,0,1309,3658,2,1,3,5,3,NWAmes,RL,1Fam,0,0,0,181000
812,6,4,848,848,0,848,2544,2,0,2,4,1,CollgCr,RM,TwnhsE,1,0,0,144500
813,5,58,540,1044,0,1044,2628,1,0,1,4,2,IDOTRR,C (all),1Fam,1,0,0,55993
814,6,49,1442,1442,0,1442,4326,1,1,2,7,4,NAmes,RL,1Fam,1,0,0,157900
815,5,88,686,686,564,1250,3186,1,2,3,7,3,Edwards,RL,1Fam,0,0,0,116000
816,7,12,1649,1661,0,1661,4971,2,0,2,6,3,CollgCr,RL,1Fam,1,0,0,224900
817,5,52,1008,1008,0,1008,3024,1,0,1,4,2,NAmes,RL,1Fam,1,0,0,137000
818,8,6,1568,1689,0,1689,4946,3,0,3,7,3,Mitchel,RL,1Fam,1,0,0,271000
819,6,39,1010,1052,0,1052,3114,2,0,2,6,3,ClearCr,RL,1Fam,1,0,0,155000
820,7,1,1358,1358,0,1358,4074,3,0,3,6,2,NridgHt,RL,TwnhsE,0,0,1,224000
821,7,5,798,798,842,1640,4078,2,1,3,6,3,CollgCr,RL,1Fam,1,0,0,183000
822,4,56,936,936,0,936,2808,1,0,1,4,2,OldTown,RM,2fmCon,1,0,0,93000
823,7,4,847,847,886,1733,4313,2,1,3,7,3,Gilbert,RL,1Fam,1,0,0,225000
824,6,69,778,944,545,1489,3756,2,0,2,7,3,SWISU,RL,1Fam,0,0,0,139500
825,8,0,1489,1489,0,1489,4467,2,0,2,7,3,Somerst,FV,1Fam,1,1,1,232600
826,10,1,2078,2084,0,2084,6246,3,0,3,7,2,NridgHt,RL,1Fam,0,0,1,385000
827,5,84,784,784,0,784,2352,2,0,2,5,2,BrkSide,RM,1Fam,0,0,0,109500
828,7,8,1454,1434,0,1434,4322,2,0,2,6,3,SawyerW,RL,1Fam,1,0,0,189000
829,5,42,1013,1160,966,2126,5265,2,2,4,7,3,ClearCr,RL,1Fam,1,0,0,185000
830,7,1,600,520,623,1223,2966,2,1,3,4,2,Somerst,FV,Twnhs,1,0,0,147400
831,6,51,1392,1392,0,1392,4176,2,1,3,6,3,NAmes,RL,1Fam,1,0,0,166000
832,7,1,600,520,600,1200,2920,2,1,3,4,2,Somerst,FV,TwnhsE,1,0,0,151000
833,7,7,941,941,888,1829,4599,3,1,4,7,3,CollgCr,RL,1Fam,1,0,0,237000
834,6,45,1516,1516,0,1516,4548,1,1,2,6,3,NAmes,RL,1Fam,1,0,0,167000
835,5,47,1144,1144,0,1144,3432,2,0,2,6,3,NAmes,RL,1Fam,1,0,0,139950
836,4,60,1067,1067,0,1067,3201,2,0,2,4,2,Sawyer,RL,1Fam,0,0,0,128000
837,5,59,1559,1559,0,1559,4677,2,0,2,5,2,OldTown,RM,1Fam,0,0,0,153500
838,6,35,483,483,504,987,2457,2,1,3,5,2,BrDale,RM,Twnhs,1,0,0,100000
839,5,13,1099,1099,0,1099,3297,1,1,2,6,3,CollgCr,RL,1Fam,0,0,0,144000
840,5,62,768,768,432,1200,3168,1,0,1,6,3,Edwards,RL,1Fam,0,0,0,130500
841,6,83,672,810,672,1482,3636,2,0,2,7,4,SWISU,RH,1Fam,0,0,0,140000
842,5,104,650,958,581,1539,3728,2,0,2,8,3,OldTown,RM,1Fam,0,0,0,157500
843,6,42,1127,1165,0,1165,3457,2,1,3,6,3,NAmes,RL,1Fam,1,0,0,174900
844,5,46,1800,1800,0,1800,5400,2,0,2,10,6,NAmes,RL,Duplex,1,0,0,141000
845,5,93,876,876,540,1416,3708,1,1,2,7,4,OldTown,RM,1Fam,0,0,0,153900
846,5,32,1390,1701,0,1701,4792,3,0,3,6,3,Sawyer,RL,1Fam,0,0,0,171000
847,7,16,740,1006,769,1775,4290,3,1,4,7,3,SawyerW,RL,1Fam,1,0,0,213000
848,5,37,864,864,0,864,2592,2,0,2,5,3,CollgCr,RL,1Fam,1,0,0,133500
849,6,100,907,1307,1051,2358,5623,3,0,3,10,5,ClearCr,RL,1Fam,0,0,0,240000
850,6,31,528,1094,761,1855,4238,2,1,3,7,3,Veenker,RL,1Fam,0,0,0,187000
851,6,4,848,848,0,848,2544,2,0,2,3,1,CollgCr,RM,TwnhsE,1,0,0,131500
852,8,3,1273,1456,0,1456,4185,2,0,2,7,2,Blmngtn,RL,TwnhsE,1,0,0,215000
853,7,66,918,918,728,1646,4210,2,0,2,7,4,Crawfor,RL,1Fam,0,0,0,164000
854,6,45,1127,1445,0,1445,4017,1,1,2,7,3,NAmes,RL,1Fam,1,0,0,158000
855,5,51,1763,1779,0,1779,5321,2,1,3,6,3,Sawyer,RL,1Fam,0,0,0,170000
856,5,48,1040,1040,0,1040,3120,2,1,3,6,3,Sawyer,RL,1Fam,0,0,0,127000
857,6,30,940,1026,0,1026,2992,2,0,2,5,3,CollgCr,RL,1Fam,1,0,0,147000
858,6,15,702,702,779,1481,3664,2,1,3,6,3,Gilbert,RL,1Fam,0,0,0,174000
859,7,33,1090,1370,0,1370,3830,2,0,2,6,3,NWAmes,RL,1Fam,1,0,0,152000
860,6,38,1054,1512,1142,2654,6362,3,1,4,9,4,NWAmes,RL,1Fam,0,0,0,250000
861,7,89,912,912,514,1426,3764,1,1,2,7,3,Crawfor,RL,1Fam,0,0,0,189950
862,5,45,1039,1039,0,1039,3117,2,1,3,6,3,Sawyer,RL,2fmCon,1,0,0,131500
863,6,26,1040,1097,0,1097,3234,2,0,2,6,3,SawyerW,RL,1Fam,0,0,0,152000
864,5,50,1148,1148,0,1148,3444,2,0,2,6,3,NAmes,RL,1Fam,1,0,0,132500
865,7,1,1372,1372,0,1372,4116,2,0,2,6,3,Somerst,FV,1Fam,0,0,1,250580
866,5,39,1002,1002,0,1002,3006,2,0,2,5,3,NAmes,RL,1Fam,1,0,0,148500
867,8,1,1638,1646,0,1646,4930,2,0,2,6,3,Timber,RL,1Fam,0,0,1,248900
868,4,46,1040,1120,0,1120,3280,2,1,3,5,3,Sawyer,RL,1Fam,1,0,0,129000
869,5,58,0,1547,720,2320,4587,2,0,2,7,2,Gilbert,RL,1Fam,0,0,0,169000
870,7,17,1050,1062,887,1949,4948,3,1,4,8,3,SawyerW,RL,1Fam,0,0,0,236000
871,5,47,894,894,0,894,2682,1,0,1,5,2,NAmes,RL,1Fam,1,0,0,109500
872,6,12,804,804,878,1682,4168,2,1,3,7,3,CollgCr,RL,1Fam,1,0,0,200500
873,5,55,105,910,0,910,1925,1,0,1,5,3,NAmes,RL,1Fam,0,0,0,116000
874,5,60,832,1036,0,1268,3136,1,0,1,6,3,NAmes,RL,1Fam,0,0,0,133000
875,5,68,676,676,455,1131,2938,1,1,2,5,3,OldTown,RM,1Fam,0,0,0,66500
876,8,0,1184,1184,1426,2610,6404,2,1,3,11,4,Somerst,FV,1Fam,1,1,1,303477
877,4,44,1064,1040,0,1040,3144,2,0,2,5,3,Mitchel,RL,1Fam,1,0,0,132250
878,9,5,1462,1462,762,2224,5910,3,1,4,10,4,NridgHt,RL,1Fam,0,0,0,350000
879,5,49,1109,1155,0,1155,3419,2,0,2,6,3,Sawyer,RL,1Fam,0,0,0,148000
880,5,31,864,864,0,864,2592,2,0,2,6,3,CollgCr,RL,1Fam,0,0,0,136500
881,5,2,1090,1090,0,1090,3270,2,1,3,5,2,Edwards,RL,1Fam,0,0,0,157000
882,7,17,1156,1187,530,1717,4590,2,1,3,7,3,Timber,RL,1Fam,0,0,0,187500
883,6,17,808,808,785,1593,3994,2,1,3,7,3,Gilbert,RL,1Fam,0,0,0,178000
884,4,94,795,954,795,2230,4774,2,0,2,10,5,SWISU,RL,1Fam,0,0,0,118500
885,5,42,892,892,0,892,2676,1,0,1,5,3,NAmes,RL,1Fam,1,0,0,100000
886,9,9,1698,1709,0,1709,5116,3,0,3,5,2,Somerst,FV,TwnhsE,0,0,0,328900
887,5,47,1626,1712,0,1712,5050,2,0,2,8,4,NAmes,RL,Duplex,0,0,0,145000
888,5,53,816,872,521,1393,3602,1,1,2,8,3,Edwards,RL,1Fam,1,0,0,135500
889,8,37,2217,2217,0,2217,6651,3,0,3,8,4,NAmes,RL,1Fam,1,0,0,268000
890,6,56,1505,1505,0,1505,4515,2,0,2,6,2,NAmes,RL,1Fam,1,0,0,149500
891,5,58,672,672,252,924,2520,1,0,1,6,3,NAmes,RL,1Fam,0,0,0,122900
892,6,31,918,918,765,1683,4284,2,1,3,7,3,Sawyer,RL,1Fam,1,0,0,172500
893,6,43,1059,1068,0,1068,3195,1,1,2,6,3,Sawyer,RL,1Fam,0,0,0,154500
894,5,54,1383,1383,0,1383,4149,2,0,2,6,3,Sawyer,RL,1Fam,1,0,0,165000
895,5,30,0,1535,0,1535,3070,2,0,2,8,4,SawyerW,RL,Duplex,1,0,0,118858
896,6,45,780,983,813,1796,4372,2,1,3,8,4,NAmes,RL,1Fam,1,0,0,140000
897,4,70,951,951,0,951,2853,1,0,1,6,2,IDOTRR,RM,1Fam,0,0,0,106500
898,5,30,0,1120,1120,2240,4480,2,0,2,12,6,SawyerW,RL,Duplex,1,0,0,142953
899,9,1,2330,2364,0,2364,7058,3,1,4,11,2,NridgHt,RL,1Fam,0,0,1,611657
900,5,45,912,1236,0,1236,3384,1,0,1,6,3,Sawyer,RL,1Fam,0,0,0,135000
901,4,36,858,858,0,858,2574,1,0,1,4,2,NAmes,RL,1Fam,1,0,0,110000
902,5,52,992,1306,0,1306,3604,2,0,2,5,2,NAmes,RL,1Fam,0,0,0,153000
903,7,3,783,807,702,1509,3801,2,1,3,8,3,Gilbert,RL,1Fam,1,0,0,180000
904,7,0,1670,1670,0,1670,5010,2,0,2,7,3,Gilbert,RL,1Fam,1,1,1,240000
905,5,40,876,902,0,902,2680,1,0,1,6,3,Sawyer,RL,1Fam,1,0,0,125500
906,5,56,1056,1063,0,1063,3182,2,0,2,6,3,NAmes,RL,1Fam,1,0,0,128000
907,8,1,1623,1636,0,1636,4895,3,0,3,8,3,Somerst,RL,1Fam,1,0,0,255000
908,7,70,1017,1020,1037,2057,5131,1,1,2,6,3,Crawfor,RL,1Fam,0,0,0,250000
909,5,23,864,902,0,902,2668,2,0,2,5,2,Mitchel,RL,1Fam,1,0,0,131000
910,6,4,742,742,742,1484,3710,2,1,3,8,3,Gilbert,RL,1Fam,1,0,0,174000
911,5,50,1105,1105,1169,2274,5653,2,0,2,12,5,NAmes,RL,Duplex,1,0,0,154300
912,5,32,1268,1268,0,1268,3804,1,1,2,5,3,CollgCr,RL,1Fam,0,0,0,143500
913,5,81,768,1015,0,1015,2798,1,0,1,6,3,BrkSide,RM,1Fam,0,0,0,88000
914,5,58,1001,1001,1001,2002,5005,2,0,2,8,4,Crawfor,RH,Duplex,0,0,0,145000
915,6,0,612,612,612,1224,3060,2,1,3,4,2,Somerst,FV,TwnhsE,1,1,1,173733
916,4,37,546,546,546,1092,2730,1,1,2,6,3,MeadowV,RM,Twnhs,1,0,0,75000
917,2,57,480,480,0,480,1440,1,0,1,4,1,IDOTRR,C (all),1Fam,0,0,0,35311
918,4,53,1134,1229,0,1229,3592,1,0,1,6,3,Edwards,RL,1Fam,1,0,0,135000
919,7,16,1104,912,1215,2127,5358,3,1,4,8,4,SawyerW,RL,1Fam,1,0,0,238000
920,6,50,1184,1414,0,1414,4012,2,0,2,6,3,NAmes,RL,1Fam,0,0,0,176500
921,6,13,928,936,785,1721,4370,2,2,4,7,3,SawyerW,RL,1Fam,1,0,0,201000
922,5,108,1272,1272,928,2200,5672,4,2,6,9,4,Edwards,RL,Duplex,0,0,0,145900
923,6,1,1316,1316,0,1316,3948,2,0,2,6,3,Gilbert,RL,1Fam,0,0,1,169990
924,6,15,1604,1617,0,1617,4838,3,0,3,5,2,SawyerW,RL,TwnhsE,0,0,0,193000
925,6,26,1686,1686,0,1686,5058,3,0,3,7,3,NWAmes,RL,1Fam,1,0,0,207500
926,5,31,1126,1126,0,1126,3378,2,1,3,6,3,NWAmes,RL,1Fam,1,0,0,175000
927,8,4,1181,1234,1140,2374,5929,2,1,3,10,4,NridgHt,RL,1Fam,0,0,0,285000
928,7,40,832,1098,880,1978,4788,2,1,3,9,4,NWAmes,RL,1Fam,1,0,0,176000
929,8,8,1753,1788,0,1788,5329,2,0,2,7,3,CollgCr,RL,1Fam,1,0,0,236500
930,7,9,964,993,1243,2236,5436,2,1,3,8,4,Gilbert,RL,1Fam,1,0,0,222000
931,8,2,1466,1466,0,1466,4398,2,0,2,7,3,Timber,RL,1Fam,1,0,0,201000
932,5,44,925,925,0,925,2775,1,1,2,5,2,NAmes,RL,1Fam,1,0,0,117500
933,9,1,1905,1905,0,1905,5715,2,0,2,8,3,Somerst,RL,1Fam,1,0,0,320000
934,7,5,1500,1500,0,1500,4500,2,0,2,6,3,CollgCr,RL,1Fam,1,0,0,190000
935,7,48,585,2069,0,2069,4723,3,0,3,9,4,NAmes,RL,1Fam,0,0,0,242000
936,4,80,600,747,0,747,2094,1,0,1,5,1,BrkSide,RL,1Fam,0,0,0,79900
937,7,6,1176,1200,0,1200,3576,3,0,3,5,2,SawyerW,RL,1Fam,1,0,0,184900
938,7,4,1113,1113,858,1971,5055,2,1,3,8,3,Somerst,RL,1Fam,1,0,0,253000
939,7,0,1391,1391,571,1962,5315,2,1,3,7,3,CollgCr,RL,1Fam,1,1,1,239799
940,7,70,1032,1207,1196,2403,5838,2,0,2,10,4,ClearCr,RL,1Fam,0,0,0,244400
941,6,30,1728,1728,0,1728,5184,2,0,2,8,4,Mitchel,RL,Duplex,1,0,0,150900
942,7,10,992,1022,1038,2060,5112,3,1,4,8,3,Gilbert,RL,1Fam,1,0,0,214000
943,4,30,1440,1440,0,1440,4320,4,0,4,8,4,Edwards,RL,Duplex,1,0,0,150000
944,5,40,1632,1632,0,1632,4896,2,0,2,8,4,Mitchel,RL,Duplex,1,0,0,143000
945,6,51,819,1344,0,1344,3507,1,1,2,7,3,Timber,RL,1Fam,1,0,0,137500
946,5,119,1088,1188,561,1869,4706,1,0,1,7,2,OldTown,RM,1Fam,0,0,0,124900
947,5,47,1144,1144,0,1144,3432,2,0,2,6,3,NAmes,RL,1Fam,1,0,0,143000
948,8,5,1616,1629,0,1629,4874,3,0,3,9,3,Timber,RL,1Fam,0,0,0,270000
949,7,4,936,936,840,1776,4488,2,1,3,7,3,CollgCr,RL,1Fam,1,0,0,192500
950,6,38,1161,1381,0,1381,3923,2,1,3,5,3,NWAmes,RL,1Fam,0,0,0,197500
951,5,57,864,864,0,864,2592,2,0,2,5,3,NAmes,RL,1Fam,0,0,0,129000
952,5,41,828,965,0,965,2758,2,0,2,6,3,SawyerW,RH,1Fam,1,0,0,119900
953,5,37,768,768,0,768,2304,1,1,2,5,2,CollgCr,RL,1Fam,0,0,0,133900
954,5,39,784,1168,800,1968,4720,2,2,4,7,4,Mitchel,RL,1Fam,1,0,0,172000
955,6,31,945,980,0,980,2905,2,2,4,4,4,Edwards,RL,Duplex,1,0,0,127500
956,6,61,979,979,979,1958,4895,2,0,2,8,4,Crawfor,RH,Duplex,0,0,0,145000
957,6,29,561,561,668,1229,3019,1,1,2,5,2,Blueste,RM,TwnhsE,1,0,0,124000
958,5,45,1057,1057,0,1057,3171,1,0,1,6,3,Sawyer,RL,1Fam,1,0,0,132000
959,7,4,1337,1337,0,1337,4011,3,0,3,6,3,CollgCr,RL,1Fam,1,0,0,185000
960,7,11,696,696,720,1416,3528,3,1,4,6,3,Somerst,FV,Twnhs,1,0,0,155000
961,5,52,858,858,0,858,2574,2,0,2,4,2,BrkSide,RL,1Fam,0,0,0,116500
962,6,31,1330,1542,1330,2872,7074,3,1,4,11,4,NWAmes,RL,1Fam,0,0,0,272000
963,6,31,804,804,744,1548,3900,3,1,4,7,3,NPkVill,RL,TwnhsE,1,0,0,155000
964,9,2,1800,1800,0,1800,5400,2,0,2,7,2,CollgCr,RL,1Fam,1,0,0,239000
965,7,8,817,824,1070,1894,4605,3,1,4,8,4,Timber,RL,1Fam,0,0,0,214900
966,6,2,783,783,701,1484,3751,2,1,3,8,3,Gilbert,RL,1Fam,0,0,1,178900
967,5,69,728,976,332,1308,3344,2,1,3,7,2,Crawfor,RL,1Fam,0,0,0,160000
968,5,53,1098,1098,0,1098,3294,2,0,2,6,3,NAmes,RL,1Fam,1,0,0,135000
969,3,99,600,600,368,968,2536,1,0,1,6,2,OldTown,RM,1Fam,0,0,0,37900
970,6,48,588,1095,0,1095,2778,2,0,2,6,2,NAmes,RL,2fmCon,1,0,0,140000
971,4,57,720,720,472,1192,3104,1,1,2,6,4,NAmes,RL,1Fam,0,0,0,135000
972,7,6,764,764,862,1626,4016,2,0,2,6,2,NridgHt,RL,Twnhs,0,0,0,173000
973,6,31,918,918,0,918,2754,2,0,2,5,2,SawyerW,RL,TwnhsE,1,0,0,99500
974,7,1,1428,1428,0,1428,4284,2,0,2,6,3,Somerst,FV,1Fam,0,0,1,182000
975,7,99,728,1136,883,2019,4766,1,0,1,8,3,BrkSide,RL,1Fam,0,0,0,167500
976,7,6,673,673,709,1382,3437,3,1,4,6,3,Somerst,FV,Twnhs,1,0,0,165000
977,4,83,440,869,0,869,2178,1,0,1,4,2,BrkSide,RL,1Fam,0,0,0,85500
978,7,1,1241,1241,0,1241,3723,2,1,3,4,1,Somerst,FV,TwnhsE,0,0,1,199900
979,4,53,894,894,0,894,2682,1,0,1,5,3,Edwards,RL,1Fam,1,0,0,110000
980,5,46,1121,1121,0,1121,3363,2,0,2,5,3,Sawyer,RL,1Fam,1,0,0,139000
981,7,47,944,999,0,999,2942,2,0,2,6,3,NAmes,RL,1Fam,0,0,0,178400
982,8,11,1225,1276,1336,2612,6449,3,1,4,8,4,NoRidge,RL,1Fam,0,0,0,336000
983,7,1,1266,1266,0,1266,3798,2,0,2,6,2,Blmngtn,RL,1Fam,1,0,0,159895
984,8,6,1128,1149,1141,2290,5708,2,1,3,9,4,CollgCr,RL,1Fam,1,0,0,255900
985,5,32,0,1302,432,1734,3468,2,0,2,8,4,Mitchel,RL,Duplex,1,0,0,126000
986,5,58,1164,1164,0,1164,3492,2,0,2,5,3,Edwards,RL,2fmCon,1,0,0,125000
987,6,96,485,1001,634,1635,3755,1,0,1,5,2,OldTown,RM,1Fam,0,0,0,117000
988,9,1,1930,1940,0,1940,5810,3,1,4,8,3,NridgHt,RL,1Fam,0,0,1,395192
989,6,31,848,1118,912,2030,4908,2,1,3,8,4,NWAmes,RL,1Fam,1,0,0,195000
990,7,0,770,778,798,1576,3922,2,1,3,6,3,Somerst,FV,1Fam,1,1,1,197000
991,8,9,1396,1407,985,2392,6180,3,1,4,7,3,NoRidge,RL,1Fam,0,0,0,348000
992,8,127,916,916,826,1742,4400,1,1,2,8,4,OldTown,RM,1Fam,0,0,0,168000
993,6,43,822,1020,831,1851,4524,2,1,3,7,3,NAmes,RL,1Fam,0,0,0,187000
994,6,1,750,750,750,1500,3750,2,1,3,6,3,CollgCr,RL,1Fam,0,0,1,173900
995,10,3,1700,1718,0,1718,5136,3,0,3,7,3,NridgHt,RL,1Fam,0,0,0,337500
996,4,60,747,774,456,1230,3207,2,1,3,5,3,BrkSide,RL,1Fam,0,0,0,121600
997,5,45,1050,1050,0,1050,3150,2,0,2,6,3,NAmes,RL,1Fam,1,0,0,136500
998,6,39,1442,1442,0,1442,4326,2,0,2,6,2,NWAmes,RL,1Fam,1,0,0,185000
999,3,84,1007,1077,0,1077,3161,1,0,1,6,3,IDOTRR,RM,1Fam,0,0,0,91000
1000,7,4,1187,1208,0,1208,3603,3,0,3,6,2,CollgCr,RL,1Fam,1,0,0,206000
1001,3,57,0,944,0,944,1888,1,0,1,4,2,Edwards,RL,1Fam,1,0,0,82000
1002,5,87,691,691,0,691,2073,1,0,1,4,2,OldTown,RL,1Fam,0,0,0,86000
1003,8,2,1574,1574,0,1574,4722,2,0,2,7,3,Somerst,RL,1Fam,1,0,0,232000
1004,5,31,1680,1680,0,1680,5040,2,0,2,8,4,NWAmes,RL,Duplex,1,0,0,136905
1005,7,4,1346,1504,0,1504,4354,2,0,2,7,1,Blmngtn,RL,TwnhsE,0,0,0,181000
1006,5,31,985,985,0,985,2955,2,0,2,6,3,CollgCr,RL,1Fam,1,0,0,149900
1007,6,37,1657,1657,0,1657,4971,2,1,3,7,3,NAmes,RL,1Fam,1,0,0,163500
1008,4,39,546,546,546,1092,2730,1,1,2,6,3,MeadowV,RM,TwnhsE,1,0,0,88000
1009,7,5,1710,1710,0,1710,5130,2,0,2,7,3,Mitchel,RL,1Fam,0,0,0,240000
1010,5,80,1008,1008,0,1522,3538,2,0,2,7,4,SWISU,RL,1Fam,0,0,0,102000
1011,5,60,720,720,551,1271,3262,2,0,2,7,4,Sawyer,RL,1Fam,0,0,0,135000
1012,5,45,0,1664,0,1664,3328,2,0,2,8,4,Edwards,RL,Duplex,1,0,0,100000
1013,6,84,602,900,602,1502,3606,1,1,2,7,3,Crawfor,RL,1Fam,0,0,0,165000
1014,5,99,1022,1022,0,1022,3066,2,0,2,4,2,OldTown,RM,1Fam,0,0,0,85000
1015,6,59,1082,1082,0,1082,3246,1,0,1,5,2,NAmes,RL,1Fam,0,0,0,119200
1016,8,8,810,810,855,1665,4140,3,1,4,6,3,NWAmes,RL,1Fam,1,0,0,227000
1017,7,13,1504,1504,0,1504,4512,3,0,3,6,3,CollgCr,RL,1Fam,1,0,0,203000
1018,8,25,1220,1360,0,1360,3940,2,0,2,4,1,StoneBr,RL,TwnhsE,1,0,0,187500
1019,7,16,384,802,670,1472,3328,2,1,3,7,3,Gilbert,RL,1Fam,0,0,0,160000
1020,7,1,1362,1506,0,1506,4374,2,0,2,6,2,Blmngtn,RL,TwnhsE,1,0,0,213490
1021,4,3,1132,1132,0,1132,3396,2,1,3,5,2,Edwards,RL,1Fam,1,0,0,176000
1022,7,0,1199,1220,0,1220,3639,3,0,3,6,2,CollgCr,RL,1Fam,1,1,1,194000
1023,5,77,912,912,336,1248,3408,1,0,1,6,2,OldTown,RM,1Fam,0,0,0,87000
1024,7,3,1346,1504,0,1504,4354,2,0,2,7,2,Blmngtn,RL,TwnhsE,0,0,0,191000
1025,8,32,1565,2898,0,2898,7361,3,0,3,10,2,Timber,RL,1Fam,1,0,0,287000
1026,5,35,882,882,0,882,2646,2,0,2,5,3,CollgCr,RL,1Fam,1,0,0,112500
1027,5,50,1268,1264,0,1264,3796,2,0,2,6,3,NAmes,RL,1Fam,1,0,0,167500
1028,8,1,1638,1646,0,1646,4930,3,0,3,7,3,Timber,RL,1Fam,0,0,1,293077
1029,5,66,768,968,408,1376,3520,2,0,2,6,3,NAmes,RL,1Fam,0,0,0,105000
1030,6,34,672,672,546,1218,3108,1,2,3,7,3,BrDale,RM,Twnhs,1,0,0,118000
1031,5,90,686,948,980,1928,4542,2,0,2,10,5,SWISU,RH,2fmCon,0,0,0,160000
1032,7,89,824,1687,998,3082,6591,3,1,4,12,5,SWISU,RL,1Fam,0,0,0,197000
1033,8,13,1338,1352,1168,2520,6378,3,1,4,10,5,NoRidge,RL,1Fam,1,0,0,310000
1034,7,4,1654,1654,0,1654,4962,3,0,3,6,3,CollgCr,RL,1Fam,1,0,0,230000
1035,5,69,920,954,0,954,2828,1,0,1,5,2,Crawfor,RL,1Fam,0,0,0,119750
1036,4,52,0,845,0,845,1690,1,0,1,5,3,Edwards,RL,1Fam,1,0,0,84000
1037,9,2,1620,1620,0,1620,4860,3,0,3,6,2,Timber,RL,1Fam,0,0,0,315500
1038,8,7,1055,1055,1208,2263,5581,2,1,3,7,3,CollgCr,RL,1Fam,0,0,0,287000
1039,4,39,546,798,546,1344,3234,1,1,2,6,3,MeadowV,RM,Twnhs,0,0,0,97000
1040,4,39,630,630,0,630,1890,2,0,2,3,1,MeadowV,RM,TwnhsE,1,0,0,80000
1041,5,49,1134,1803,0,1803,4740,3,0,3,8,3,Sawyer,RL,1Fam,0,0,0,155000
1042,6,42,800,800,832,1632,4064,1,2,3,7,4,NWAmes,RL,1Fam,0,0,0,173000
1043,6,4,1306,1306,0,1306,3918,3,0,3,5,1,NridgHt,RL,Twnhs,1,0,0,196000
1044,7,18,1475,1532,797,2329,6133,3,1,4,10,4,SawyerW,RL,1Fam,1,0,0,262280
1045,8,28,2524,2524,0,2524,7572,3,1,4,9,4,NWAmes,RL,1Fam,1,0,0,278000
1046,3,54,0,1733,0,1733,3466,2,0,2,8,4,Edwards,RL,1Fam,1,0,0,139600
1047,9,1,1992,1992,876,2868,7728,3,1,4,11,4,StoneBr,RL,1Fam,0,0,1,556581
1048,5,14,990,990,0,990,2970,1,1,2,5,3,CollgCr,RL,1Fam,0,0,0,145000
1049,5,49,0,1771,0,1771,3542,1,0,1,9,3,Mitchel,RL,1Fam,0,0,0,115000
1050,4,64,0,930,0,930,1860,1,0,1,6,2,Edwards,RL,1Fam,0,0,0,84900
1051,7,0,1302,1302,0,1302,3906,2,0,2,6,3,Gilbert,RL,1Fam,1,1,1,176485
1052,7,0,1316,1316,0,1316,3948,2,0,2,6,3,CollgCr,RL,1Fam,1,1,1,200141
1053,6,43,816,1127,850,1977,4770,1,2,3,9,4,NAmes,RL,1Fam,0,0,0,165000
1054,5,53,1216,1526,0,1526,4268,1,0,1,7,4,Edwards,RL,1Fam,0,0,0,144500
1055,8,4,1065,1091,898,1989,5043,3,1,4,7,3,CollgCr,RL,1Fam,1,0,0,255000
1056,6,32,1193,1523,0,1523,4239,2,1,3,7,3,NWAmes,RL,1Fam,1,0,0,180000
1057,7,1,1364,1364,0,1364,4092,3,0,3,6,2,NridgHt,RL,TwnhsE,1,0,0,185850
1058,7,15,973,979,871,1850,4673,2,1,3,7,3,NoRidge,RL,1Fam,1,0,0,248000
1059,9,1,1104,1130,1054,2184,5472,3,1,4,10,3,NridgHt,RL,1Fam,1,0,0,335000
1060,6,75,854,1096,895,1991,4836,1,1,2,7,3,Crawfor,RL,1Fam,0,0,0,220000
1061,8,9,1338,1338,0,1338,4014,3,0,3,6,2,StoneBr,RL,TwnhsE,1,0,0,213500
1062,3,73,894,894,0,894,2682,1,0,1,6,2,IDOTRR,C (all),1Fam,0,0,0,81000
1063,5,107,662,1422,915,2337,5336,2,0,2,10,5,OldTown,RM,2fmCon,0,0,0,90000
