OverallQual,TotalArea,GarageCars,PropertyAge,MSSubClass,MSZoning,Neighborhood,HasPorch,HasDeck,LotConfig,HouseStyle,SaleType,SaleCondition,SalePrice,TotalArea_scaled,PropertyAge_scaled,OverallQual_scaled,MSSubClass_20,MSSubClass_30,MSSubClass_40,MSSubClass_45,MSSubClass_50,MSSubClass_60,MSSubClass_70,MSSubClass_75,MSSubClass_80,MSSubClass_85,MSSubClass_90,MSSubClass_120,MSSubClass_160,MSSubClass_180,MSSubClass_190,MSZoning_C (all),MSZoning_FV,MSZoning_RH,MSZoning_RL,MSZoning_RM,Neighborhood_High,Neighborhood_Low,Neighborhood_Mid,LotConfig_Corner,LotConfig_CulDSac,LotConfig_FR2,LotConfig_FR3,LotConfig_Inside,HouseStyle_1.5Fin,HouseStyle_1.5Unf,HouseStyle_1Story,HouseStyle_2.5Fin,HouseStyle_2.5Unf,HouseStyle_2Story,HouseStyle_SFoyer,HouseStyle_SLvl,SaleType_COD,SaleType_CWD,SaleType_Con,SaleType_ConLD,SaleType_ConLI,SaleType_ConLw,SaleType_New,SaleType_Oth,SaleType_WD,SaleCondition_Abnorml,SaleCondition_Normal,SaleCondition_Partial
5,3497,2,46,20,RL,Low,0,0,Inside,1Story,WD,Normal,140000,0.30315045006429486,0.3382352941176471,0.4444444444444445,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0
8,4980,2,0,20,RL,Mid,1,1,CulDSac,1Story,New,Partial,290000,0.46206600942991854,0.0,0.7777777777777777,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1
6,4745,2,18,60,RL,Mid,1,1,Inside,2Story,WD,Normal,189000,0.43688384054864976,0.1323529411764706,0.5555555555555556,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0
8,4063,2,22,50,RL,Mid,1,1,Inside,1.5Fin,WD,Normal,164000,0.3638019717102443,0.16176470588235295,0.7777777777777777,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0
4,2016,1,68,30,RL,Low,1,0,Inside,1Story,WD,Normal,113000,0.14444920702957564,0.5,0.3333333333333333,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0
4,2568,1,41,80,RL,Low,0,1,CulDSac,SLvl,WD,Normal,145000,0.20360051435919413,0.3014705882352941,0.3333333333333333,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0
5,2923,1,44,85,RL,Low,1,1,Inside,SFoyer,WD,Normal,134500,0.2416416630947278,0.3235294117647059,0.4444444444444445,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0
5,2682,1,41,20,RL,Low,0,0,Inside,1Story,WD,Normal,125000,0.21581654522074578,0.3014705882352941,0.4444444444444445,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0
6,3804,2,32,90,RM,Low,0,0,Inside,1.5Fin,WD,Normal,112000,0.3360480068581226,0.23529411764705882,0.5555555555555556,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0
8,3928,2,0,20,FV,Mid,1,1,Inside,1Story,New,Partial,229456,0.34933561937419627,0.0,0.7777777777777777,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1
4,1824,0,59,50,RM,Low,0,0,Inside,1.5Fin,WD,Normal,80500,0.12387483926275182,0.4338235294117647,0.3333333333333333,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0
6,3108,0,35,160,RM,Low,0,1,Inside,2Story,WD,Abnorml,91500,0.26146592370338617,0.25735294117647056,0.5555555555555556,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0
5,2736,1,42,20,RL,Low,0,0,Inside,1Story,WD,Abnorml,115000,0.221603086155165,0.3088235294117647,0.4444444444444445,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0
5,3374,1,40,20,RL,Low,1,0,Inside,1Story,WD,Normal,134000,0.2899699957136734,0.29411764705882354,0.4444444444444445,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0
6,4732,1,58,50,RL,Low,0,0,Inside,1.5Fin,WD,Normal,143000,0.43549078439777106,0.4264705882352941,0.5555555555555556,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0
5,6408,2,55,20,RL,Low,1,0,Inside,1Story,WD,Normal,137900,0.6150878696956709,0.40441176470588236,0.4444444444444445,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0
7,3768,2,4,60,RL,Mid,1,1,Inside,2Story,WD,Normal,184000,0.3321903129018431,0.029411764705882353,0.6666666666666665,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0
6,2864,1,49,80,RL,Low,0,1,Inside,SLvl,WD,Normal,145000,0.23531933133304755,0.3602941176470588,0.5555555555555556,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0
6,4760,3,1,60,RL,Mid,1,1,CulDSac,2Story,WD,Normal,214000,0.43849121303043287,0.007352941176470588,0.5555555555555556,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0
5,2736,2,43,20,RL,Low,1,0,Corner,1Story,WD,Normal,147000,0.221603086155165,0.3161764705882353,0.4444444444444445,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0
9,5106,3,0,120,RL,High,1,0,Corner,1Story,New,Partial,367294,0.47556793827689664,0.0,0.8888888888888888,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1
5,4089,1,48,80,RL,Low,0,0,Inside,SLvl,WD,Normal,127000,0.3665880840120017,0.3529411764705882,0.4444444444444445,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0
5,6601,2,30,90,RL,Low,1,1,Inside,1.5Fin,WD,Normal,190000,0.6357693956279469,0.22058823529411764,0.4444444444444445,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0
5,3486,2,44,90,RL,Low,1,0,Inside,SLvl,WD,Normal,132500,0.30197171024432057,0.3235294117647059,0.4444444444444445,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0
4,2448,2,45,90,RL,Low,0,0,FR2,1Story,WD,Normal,101800,0.19074153450492926,0.33088235294117646,0.3333333333333333,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0
5,3564,2,51,20,RL,Low,0,0,Inside,1Story,COD,Abnorml,142000,0.3103300471495928,0.375,0.4444444444444445,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
5,4868,0,97,70,RH,Mid,1,0,Inside,2Story,WD,Abnorml,130000,0.4500642948992713,0.7132352941176471,0.4444444444444445,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0
5,4315,1,92,70,RL,Mid,1,1,Inside,2Story,WD,Normal,138887,0.39080582940420056,0.6764705882352942,0.4444444444444445,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0
7,4016,2,7,160,RL,High,1,0,Inside,2Story,WD,Normal,175500,0.3587655379339905,0.051470588235294115,0.6666666666666665,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0
7,4743,2,2,60,RL,Mid,1,1,FR2,2Story,WD,Normal,195000,0.43666952421774535,0.014705882352941176,0.6666666666666665,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0
6,3423,2,1,20,RL,Mid,0,0,Inside,1Story,WD,Abnorml,142500,0.2952207458208315,0.007352941176470588,0.5555555555555556,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0
8,4444,2,1,20,RL,High,1,1,Inside,1Story,WD,Normal,265900,0.4046292327475353,0.007352941176470588,0.7777777777777777,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0
7,4420,2,5,60,RL,Mid,1,0,Inside,2Story,WD,Normal,224900,0.4020574367766824,0.03676470588235294,0.6666666666666665,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0
7,5067,3,0,20,RL,Mid,1,0,Inside,1Story,New,Partial,248328,0.47138876982426053,0.0,0.6666666666666665,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1
7,3399,2,36,85,RL,Mid,1,0,Inside,SFoyer,WD,Abnorml,170000,0.2926489498499785,0.2647058823529412,0.6666666666666665,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0
10,6228,3,0,20,RL,High,1,1,Inside,1Story,New,Partial,465000,0.5957993999142734,0.0,1.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1
8,3826,2,77,70,RL,Mid,0,0,Corner,2Story,WD,Normal,230000,0.3384054864980711,0.5661764705882353,0.7777777777777777,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0
6,4321,2,23,80,RL,Mid,1,1,Inside,SLvl,WD,Abnorml,178000,0.39144877839691383,0.16911764705882354,0.5555555555555556,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0
7,3862,2,1,60,FV,Mid,1,0,Inside,2Story,New,Partial,186500,0.3422631804543506,0.007352941176470588,0.6666666666666665,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1
6,3080,3,34,80,RL,Mid,0,0,Inside,SLvl,WD,Normal,169900,0.25846549507072436,0.25,0.5555555555555556,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0
6,4851,2,91,75,RM,Low,1,0,Inside,2.5Unf,WD,Normal,129500,0.4482426060865838,0.6691176470588235,0.5555555555555556,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0
5,2852,1,57,20,RL,Low,1,0,Inside,1Story,WD,Normal,119000,0.23403343334762106,0.41911764705882354,0.4444444444444445,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0
7,6330,2,42,20,RL,Low,0,0,Corner,1Story,WD,Normal,244000,0.6067295327903987,0.3088235294117647,0.6666666666666665,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0
7,4215,2,3,120,RL,High,1,1,Corner,1Story,WD,Normal,171750,0.3800900128589798,0.022058823529411763,0.6666666666666665,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0
5,2612,1,41,20,RL,Mid,0,1,Inside,1Story,WD,Normal,130000,0.20831547363909125,0.3014705882352941,0.4444444444444445,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0
7,5526,2,33,60,RL,Mid,1,1,Inside,2Story,WD,Normal,294000,0.5205743677668239,0.2426470588235294,0.6666666666666665,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0
7,4058,2,5,60,RL,Low,1,1,Inside,2Story,WD,Normal,165400,0.36326618088298324,0.03676470588235294,0.6666666666666665,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0
6,3618,1,76,50,RM,Low,1,0,Inside,1.5Fin,WD,Normal,127500,0.316116588084012,0.5588235294117647,0.5555555555555556,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0
8,5960,2,14,20,RL,High,1,1,Corner,1Story,WD,Normal,301500,0.5670810115730819,0.10294117647058823,0.7777777777777777,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0
5,2592,0,87,30,RL,Low,1,0,Corner,1Story,WD,Normal,99900,0.20617231033004713,0.6397058823529411,0.4444444444444445,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0
7,3188,2,3,80,RL,Mid,0,1,Inside,SLvl,WD,Normal,190000,0.2700385769395628,0.022058823529411763,0.6666666666666665,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0
6,3162,2,39,20,RL,Low,1,1,FR2,1Story,WD,Normal,151000,0.2672524646378054,0.2867647058823529,0.5555555555555556,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0
6,4191,2,10,60,RL,Mid,1,0,CulDSac,2Story,WD,Normal,181000,0.37751821688812687,0.07352941176470588,0.5555555555555556,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0
5,3150,1,53,20,RL,Low,0,0,Inside,1Story,WD,Normal,128900,0.2659665666523789,0.3897058823529412,0.4444444444444445,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0
4,4680,1,52,50,RL,Mid,0,1,Inside,1.5Fin,WD,Normal,161500,0.42991855979425625,0.38235294117647056,0.3333333333333333,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0
6,4412,2,88,70,RL,Low,1,0,Inside,2Story,WD,Normal,180500,0.4012001714530647,0.6470588235294118,0.5555555555555556,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0
6,4079,2,10,120,RH,Low,1,1,Inside,1Story,COD,Abnorml,181000,0.3655165023574796,0.07352941176470588,0.5555555555555556,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
7,3595,2,7,160,FV,Mid,1,0,FR3,2Story,WD,Normal,183900,0.3136519502786112,0.051470588235294115,0.6666666666666665,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0
7,4703,1,97,190,RM,Low,1,0,Inside,2.5Unf,WD,Normal,122000,0.4323831975996571,0.7132352941176471,0.6666666666666665,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0
9,6038,3,2,20,RL,High,1,1,Inside,1Story,WD,Normal,378500,0.5754393484783541,0.014705882352941176,0.8888888888888888,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0
8,7622,3,73,50,RL,Mid,1,1,Inside,1.5Fin,WD,Normal,381000,0.7451778825546507,0.5367647058823529,0.7777777777777777,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0
5,3922,1,49,50,RL,Low,0,0,Inside,1.5Fin,WD,Normal,144000,0.34869267038148305,0.3602941176470588,0.4444444444444445,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0
7,4380,2,31,40,RL,Mid,0,1,Inside,1Story,WD,Normal,260000,0.39777111015859407,0.22794117647058823,0.6666666666666665,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0
6,4467,2,41,20,RL,Mid,0,0,Inside,1Story,WD,Normal,185750,0.4070938705529361,0.3014705882352941,0.5555555555555556,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0
5,2805,1,41,20,RL,Low,0,1,CulDSac,1Story,WD,Normal,137000,0.22899699957136732,0.3014705882352941,0.4444444444444445,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0
6,3733,1,49,80,RL,Low,1,0,Corner,SLvl,WD,Normal,177000,0.32843977711101585,0.3602941176470588,0.5555555555555556,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0
5,3161,2,97,50,RL,Mid,1,1,Corner,1.5Fin,WD,Normal,139000,0.2671453064723532,0.7132352941176471,0.4444444444444445,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0
5,4768,2,59,90,RL,Low,0,0,Corner,2Story,WD,Normal,137000,0.4393484783540505,0.4338235294117647,0.4444444444444445,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0
6,3513,2,37,60,RL,Mid,1,1,CulDSac,2Story,WD,Normal,162000,0.3048649807115302,0.27205882352941174,0.5555555555555556,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0
6,5128,2,42,80,RL,Mid,0,0,CulDSac,SLvl,WD,Normal,197900,0.47792541791684523,0.3088235294117647,0.5555555555555556,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0
8,5190,2,6,60,RL,Mid,1,0,Inside,2Story,WD,Normal,237000,0.4845692241748821,0.044117647058823525,0.7777777777777777,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0
4,2954,2,90,50,C (all),Low,1,1,Inside,1.5Fin,COD,Abnorml,68400,0.2449635662237462,0.6617647058823529,0.3333333333333333,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
7,4719,2,7,20,RL,Mid,1,0,Inside,1Story,WD,Normal,227000,0.43409772824689236,0.051470588235294115,0.6666666666666665,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0
7,3987,2,16,20,RL,High,1,0,CulDSac,1Story,WD,Normal,180000,0.3556579511358765,0.11764705882352941,0.6666666666666665,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0
5,3120,2,32,20,RL,Mid,1,0,Inside,1Story,WD,Normal,150500,0.26275182168881267,0.23529411764705882,0.4444444444444445,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0
6,4560,0,39,90,RL,Mid,0,1,Corner,2Story,WD,Normal,139000,0.4170595799399914,0.2867647058823529,0.5555555555555556,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0
6,5698,1,91,50,RL,Mid,1,1,Inside,1.5Fin,WD,Normal,169000,0.5390055722246035,0.6691176470588235,0.5555555555555556,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0
6,3604,1,70,50,RM,Low,0,1,Inside,1.5Fin,WD,Normal,132500,0.3146163737676811,0.5147058823529411,0.5555555555555556,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0
6,3984,2,47,20,RL,Mid,1,0,Inside,1Story,WD,Normal,143000,0.3553364766395199,0.34558823529411764,0.5555555555555556,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0
5,4788,2,42,20,RL,Mid,1,1,Inside,1Story,WD,Normal,190000,0.4414916416630947,0.3088235294117647,0.4444444444444445,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0
8,4819,2,9,120,RL,High,1,1,Inside,1Story,WD,Normal,278000,0.44481354479211316,0.0661764705882353,0.7777777777777777,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0
8,5025,3,0,60,RL,High,1,1,Inside,2Story,New,Partial,281000,0.4668881268752679,0.0,0.7777777777777777,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1
