Id,MSSubClass,MSZoning,LotFrontage,LotArea,LotShape,LotConfig,Neighborhood,BldgType,HouseStyle,OverallQual,OverallCond,RoofStyle,Exterior1st,Exterior2nd,MasVnrType,MasVnrArea,ExterQual,ExterCond,Foundation,BsmtQual,BsmtCond,BsmtExposure,BsmtFinType1,BsmtFinSF1,BsmtFinSF2,BsmtUnfSF,TotalBsmtSF,HeatingQC,CentralAir,1stFlrSF,2ndFlrSF,GrLivArea,FullBath,HalfBath,BedroomAbvGr,KitchenQual,TotRmsAbvGrd,Fireplaces,FireplaceQu,GarageCars,MoSold,YrSold,SaleType,SaleCondition,SalePrice,SalePriceBand,HasPorch,Remodelled,PropertyAge,TotalBath,HasPool,HasDeck,TotalArea,IsNew,IsPartial
1214,80,RL,MasVnrArea,10246,IR1,CulDSac,Sawyer,1Fam,SLvl,4,9,Gable,VinylSd,VinylSd,None,0.0,3,4,CBlock,3,4,Av,GLQ,648,0,0,648,5,Y,960,0,960,1,1,0,3,3,0,None,1,5,1,WD,Normal,145000,3,0,0,41,2,0,1,2568,0,0
1215,85,RL,69.0,10205,IR1,Inside,NAmes,1Fam,SFoyer,5,5,Gable,MetalSd,MetalSd,None,0.0,3,3,CBlock,3,3,Av,BLQ,784,0,141,925,3,Y,999,0,999,2,0,3,3,6,0,None,1,5,1,WD,Normal,134500,2,1,1,44,2,0,1,2923,0,0
1216,20,RL,99.0,7094,IR1,Inside,Sawyer,1Fam,1Story,5,5,Gable,VinylSd,VinylSd,None,0.0,3,3,CBlock,3,3,No,Rec,180,374,340,894,3,Y,894,0,894,1,0,3,3,5,0,None,1,5,2,WD,Normal,125000,2,0,1,41,1,0,0,2682,0,0
1217,90,RM,68.0,8930,Reg,Inside,Sawyer,Duplex,1.5Fin,6,5,Gable,VinylSd,VinylSd,None,0.0,3,3,Slab,None,None,None,None,0,0,0,0,3,Y,1318,584,1902,2,0,4,3,8,0,None,2,4,5,WD,Normal,112000,1,0,1,32,2,0,0,3804,0,0
1218,20,FV,72.0,8640,Reg,Inside,Somerst,1Fam,1Story,8,5,Gable,CemntBd,CmentBd,Stone,72.0,4,3,PConc,4,3,Mn,GLQ,936,0,364,1300,5,Y,1314,0,1314,3,0,3,4,6,0,None,2,9,4,New,Partial,229456,7,1,1,0,3,0,1,3928,1,1
1219,50,RM,52.0,6240,Reg,Inside,BrkSide,1Fam,1.5Fin,4,5,Gable,AsbShng,AsbShng,None,0.0,3,3,Slab,None,None,None,None,0,0,0,0,4,N,672,240,912,1,0,2,3,3,0,None,0,7,1,WD,Normal,80500,0,0,0,59,1,0,0,1824,0,0
1220,160,RM,21.0,1680,Reg,Inside,BrDale,Twnhs,2Story,6,5,Gable,CemntBd,CmentBd,BrkFace,236.0,3,3,CBlock,3,3,No,Unf,0,0,672,672,3,Y,672,546,1218,1,1,3,3,7,0,None,0,4,1,WD,Abnorml,91500,0,0,1,35,2,0,1,3108,0,0
1221,20,RL,66.0,7800,IR1,Inside,NAmes,1Fam,1Story,5,5,Gable,Wd Sdng,Wd Sdng,None,0.0,3,3,CBlock,3,3,No,Rec,312,600,0,912,3,Y,912,0,912,1,0,2,3,5,0,None,1,11,1,WD,Abnorml,115000,1,0,1,42,1,0,0,2736,0,0
1222,20,RL,55.0,8250,Reg,Inside,Sawyer,1Fam,1Story,5,5,Hip,HdBoard,HdBoard,None,0.0,3,3,CBlock,3,3,No,BLQ,250,492,210,952,5,Y,1211,0,1211,1,0,3,3,5,1,3,1,8,3,WD,Normal,134000,2,1,1,40,1,0,0,3374,0,0
1223,50,RL,78.0,10496,Reg,Inside,NAmes,1Fam,1.5Fin,6,6,Gable,Wd Sdng,Wd Sdng,BrkFace,320.0,3,3,CBlock,3,3,Mn,Rec,196,0,844,1040,5,Y,1168,678,1846,2,0,3,3,7,1,4,1,1,2,WD,Normal,143000,3,0,0,58,2,0,0,4732,0,0
1224,20,RL,89.0,10680,Reg,Inside,NAmes,1Fam,1Story,5,3,Hip,Wd Sdng,Wd Sdng,BrkFace,44.0,3,3,CBlock,3,2,No,LwQ,756,0,1380,2136,3,N,2136,0,2136,2,0,4,3,7,0,None,2,10,1,WD,Normal,137900,3,1,1,55,2,0,0,6408,0,0
1225,60,RL,60.0,15384,IR1,Inside,Gilbert,1Fam,2Story,7,5,Gable,VinylSd,VinylSd,None,0.0,4,3,PConc,4,3,Av,GLQ,724,0,64,788,5,Y,788,702,1490,3,1,3,4,8,1,4,2,2,3,WD,Normal,184000,6,1,0,4,4,0,1,3768,0,0
1226,80,RL,65.0,10482,Reg,Inside,NAmes,1Fam,SLvl,6,8,Hip,VinylSd,VinylSd,BrkFace,63.0,3,4,CBlock,3,3,Av,GLQ,507,0,81,588,5,Y,1138,0,1138,1,1,3,3,6,0,None,1,6,2,WD,Normal,145000,3,0,1,49,2,0,1,2864,0,0
1227,60,RL,86.0,14598,IR1,CulDSac,Somerst,1Fam,2Story,6,5,Gable,VinylSd,VinylSd,Stone,74.0,4,3,PConc,4,3,Mn,Unf,0,0,894,894,5,Y,894,1039,1933,2,1,4,4,9,1,4,3,1,3,WD,Normal,214000,7,1,1,1,3,0,1,4760,0,0
1228,20,RL,72.0,8872,Reg,Corner,NAmes,1Fam,1Story,5,8,Gable,VinylSd,VinylSd,BrkFace,300.0,3,3,CBlock,3,3,No,ALQ,595,0,317,912,5,Y,912,0,912,2,0,2,4,5,0,None,2,12,3,WD,Normal,147000,3,1,0,43,2,0,0,2736,0,0
1229,120,RL,65.0,8769,Reg,Corner,NridgHt,TwnhsE,1Story,9,5,Hip,MetalSd,MetalSd,BrkFace,766.0,5,3,PConc,5,3,No,GLQ,1540,0,162,1702,5,Y,1702,0,1702,2,1,1,5,7,1,4,3,10,3,New,Partial,367294,9,1,1,0,3,0,0,5106,1,1
1230,80,RL,70.0,7910,Reg,Inside,NAmes,1Fam,SLvl,5,5,Hip,BrkFace,HdBoard,None,0.0,3,3,CBlock,3,3,No,ALQ,666,0,409,1075,4,Y,1507,0,1507,2,0,4,3,7,0,None,1,8,3,WD,Normal,127000,2,0,1,48,2,0,0,4089,0,0
1231,90,RL,MasVnrArea,18890,IR1,Inside,Sawyer,Duplex,1.5Fin,5,5,Shed,Plywood,Plywood,None,1.0,3,3,CBlock,4,3,No,GLQ,498,211,652,1361,5,Y,1361,1259,2620,2,2,4,3,12,1,3,2,8,2,WD,Normal,190000,6,1,1,30,4,0,1,6601,0,0
1232,90,RL,70.0,7728,Reg,Inside,NAmes,Duplex,SLvl,5,6,Hip,Wd Sdng,Wd Sdng,BrkFace,120.0,3,3,CBlock,3,3,Av,ALQ,803,0,303,1106,3,Y,1190,0,1190,2,0,3,3,6,0,None,2,5,1,WD,Normal,132500,2,1,1,44,2,0,0,3486,0,0
1233,90,RL,70.0,9842,Reg,FR2,NAmes,Duplex,1Story,4,5,Gable,HdBoard,HdBoard,None,0.0,3,3,Slab,None,None,None,None,0,0,0,0,3,Y,1224,0,1224,2,0,2,3,6,0,None,2,3,2,WD,Normal,101800,0,0,1,45,2,0,0,2448,0,0
1234,20,RL,MasVnrArea,12160,IR1,Inside,NAmes,1Fam,1Story,5,5,Hip,Plywood,Plywood,BrkFace,180.0,3,3,CBlock,3,3,No,Rec,1000,0,188,1188,2,Y,1188,0,1188,2,0,3,3,6,0,None,2,5,5,COD,Abnorml,142000,3,0,1,51,2,0,0,3564,0,0
1235,70,RH,55.0,8525,Reg,Inside,SWISU,1Fam,2Story,5,6,Gable,MetalSd,MetalSd,None,0.0,3,3,PConc,3,3,Av,Unf,0,0,940,940,3,N,1024,940,1964,1,1,4,3,7,0,None,0,11,3,WD,Abnorml,130000,2,1,0,97,2,0,0,4868,0,0
1236,70,RL,96.0,13132,Reg,Inside,Crawfor,1Fam,2Story,5,5,Gable,Wd Sdng,Wd Sdng,None,0.0,3,3,BrkTil,4,3,Mn,Unf,0,0,747,747,4,Y,892,892,1784,1,1,4,3,9,0,None,1,7,1,WD,Normal,138887,3,1,0,92,2,0,1,4315,0,0
1237,160,RL,36.0,2628,Reg,Inside,NridgHt,Twnhs,2Story,7,5,Gable,VinylSd,Wd Shng,Stone,106.0,4,3,PConc,4,3,No,Unf,0,0,764,764,5,Y,764,862,1626,2,1,2,4,6,0,None,2,6,5,WD,Normal,175500,5,1,1,7,3,0,0,4016,0,0
1238,60,RL,41.0,12393,IR2,FR2,CollgCr,1Fam,2Story,7,5,Gable,VinylSd,VinylSd,None,0.0,4,3,PConc,4,3,No,Unf,0,0,847,847,5,Y,847,1101,1948,2,1,4,4,8,1,4,2,9,1,WD,Normal,195000,6,1,0,2,3,0,1,4743,0,0
1239,20,RL,63.0,13072,Reg,Inside,SawyerW,1Fam,1Story,6,5,Gable,VinylSd,VinylSd,None,0.0,4,3,PConc,4,3,No,Unf,0,0,1141,1141,5,Y,1141,0,1141,1,1,3,3,6,0,None,2,3,1,WD,Abnorml,142500,3,0,1,1,2,0,0,3423,0,0
1240,20,RL,64.0,9037,IR1,Inside,Timber,1Fam,1Story,8,5,Hip,VinylSd,VinylSd,BrkFace,32.0,4,3,PConc,4,3,Av,GLQ,428,0,1048,1476,5,Y,1484,0,1484,2,0,2,5,6,1,4,2,12,2,WD,Normal,265900,8,1,1,1,2,0,1,4444,0,0
1241,60,RL,65.0,8158,Reg,Inside,CollgCr,1Fam,2Story,7,5,Gable,VinylSd,VinylSd,BrkFace,252.0,4,3,PConc,4,3,No,GLQ,550,0,334,884,5,Y,884,884,1768,3,1,3,4,8,0,None,2,7,3,WD,Normal,224900,7,1,1,5,4,0,0,4420,0,0
1242,20,RL,83.0,9849,Reg,Inside,Somerst,1Fam,1Story,7,6,Hip,VinylSd,VinylSd,Stone,0.0,4,3,PConc,4,3,Av,Unf,0,0,1689,1689,5,Y,1689,0,1689,2,0,3,4,7,0,None,3,6,2,New,Partial,248328,8,1,1,0,2,0,0,5067,1,1
1243,85,RL,85.0,10625,Reg,Inside,NWAmes,1Fam,SFoyer,7,6,Gable,Plywood,Plywood,BrkFace,81.0,3,3,CBlock,4,3,Gd,GLQ,885,168,0,1053,3,Y,1173,0,1173,3,0,3,4,6,2,3,2,1,5,WD,Family,170000,5,1,1,36,3,0,0,3399,0,0
1244,20,RL,107.0,13891,Reg,Inside,NridgHt,1Fam,1Story,10,5,Gable,VinylSd,VinylSd,None,MasVnrArea,5,3,PConc,5,4,Gd,GLQ,1386,0,690,2076,5,Y,2076,0,2076,3,1,2,5,7,1,4,3,9,1,New,Partial,465000,9,1,1,0,4,0,1,6228,1,1
1245,70,RL,MasVnrArea,11435,IR1,Corner,Crawfor,1Fam,2Story,8,7,Gable,BrkFace,Stucco,None,0.0,3,3,PConc,4,3,No,Unf,0,0,792,792,2,Y,792,725,1517,1,0,3,4,7,2,4,2,6,1,WD,Normal,230000,7,0,0,77,1,0,0,3826,0,0
1246,80,RL,78.0,12090,Reg,Inside,NWAmes,1Fam,SLvl,6,7,Hip,VinylSd,VinylSd,BrkFace,74.0,3,3,CBlock,4,3,No,Unf,0,0,585,585,5,Y,1140,728,1868,3,1,3,3,7,1,3,2,1,2,WD,Abnorml,178000,5,1,0,23,4,0,1,4321,0,0
1247,60,FV,65.0,8125,Reg,Inside,Somerst,1Fam,2Story,7,5,Gable,VinylSd,VinylSd,None,0.0,4,3,PConc,4,3,No,Unf,0,0,756,756,5,Y,756,797,1553,2,1,3,4,6,0,None,2,3,1,New,Partial,186500,6,1,0,1,3,0,0,3862,0,1
1248,80,RL,MasVnrArea,12328,IR1,Inside,Mitchel,1Fam,SLvl,6,5,Gable,HdBoard,HdBoard,BrkFace,335.0,3,3,CBlock,3,3,Av,GLQ,539,0,473,1012,3,Y,1034,0,1034,2,0,3,3,6,0,None,3,5,5,WD,Normal,169900,5,0,1,34,2,0,0,3080,0,0
1249,75,RM,60.0,9600,Reg,Inside,OldTown,1Fam,2.5Unf,6,5,Gable,AsbShng,AsbShng,None,0.0,3,3,BrkTil,4,3,No,Rec,319,0,416,735,2,N,1134,924,2058,1,1,3,3,8,1,4,2,4,3,WD,Normal,129500,2,0,0,91,2,0,0,4851,0,0
1250,20,RL,60.0,7200,Reg,Inside,NAmes,1Fam,1Story,5,7,Gable,MetalSd,MetalSd,None,0.0,3,3,CBlock,3,3,No,BLQ,534,96,246,876,3,Y,988,0,988,1,0,3,3,6,0,None,1,5,2,WD,Normal,119000,1,1,1,57,1,0,0,2852,0,0
1251,20,RL,93.0,11160,Reg,Corner,NAmes,1Fam,1Story,7,5,Hip,BrkFace,BrkFace,None,0.0,4,3,CBlock,3,3,No,ALQ,1065,0,1045,2110,5,Y,2110,0,2110,3,1,3,5,8,2,3,2,4,5,WD,Normal,244000,8,0,1,42,4,0,0,6330,0,0
1252,120,RL,MasVnrArea,3136,IR1,Corner,NridgHt,TwnhsE,1Story,7,5,Gable,VinylSd,Wd Shng,Stone,163.0,4,3,PConc,4,3,No,Unf,0,0,1405,1405,5,Y,1405,0,1405,2,0,2,4,6,1,4,2,3,1,WD,Normal,171750,5,1,1,3,2,0,1,4215,0,0
1253,20,RL,62.0,9858,Reg,Inside,Mitchel,1Fam,1Story,5,6,Gable,HdBoard,HdBoard,None,0.0,3,3,CBlock,3,3,No,BLQ,510,0,354,864,3,Y,874,0,874,2,0,3,3,5,0,None,1,11,4,WD,Normal,130000,2,0,1,41,2,0,1,2612,0,0
1254,60,RL,MasVnrArea,17542,IR1,Inside,Veenker,1Fam,2Story,7,7,Gable,Wd Sdng,Wd Sdng,None,0.0,4,3,CBlock,3,3,Gd,LwQ,125,1031,36,1192,3,Y,1516,651,2167,3,1,3,4,9,2,4,2,7,2,WD,Normal,294000,9,1,0,33,4,0,1,5526,0,0
1255,60,RL,60.0,6931,Reg,Inside,Edwards,1Fam,2Story,7,5,Gable,VinylSd,VinylSd,Stone,92.0,4,3,PConc,4,3,No,Unf,0,0,746,746,5,Y,760,896,1656,2,1,3,4,7,1,4,2,7,3,WD,Normal,165400,5,1,0,5,3,0,1,4058,0,0
1256,50,RM,52.0,6240,Reg,Inside,BrkSide,1Fam,1.5Fin,6,6,Gable,Wd Sdng,Wd Sdng,None,0.0,3,3,BrkTil,3,2,No,LwQ,425,0,459,884,3,Y,959,408,1367,1,0,3,3,6,1,4,1,11,2,WD,Normal,127500,2,0,0,76,1,0,0,3618,0,0
1257,20,RL,91.0,14303,IR1,Corner,NoRidge,1Fam,1Story,8,5,Hip,HdBoard,HdBoard,BrkFace,554.0,4,3,PConc,4,3,Gd,GLQ,1314,0,672,1986,5,Y,1987,0,1987,3,0,2,4,7,1,3,2,8,3,WD,Normal,301500,9,1,1,14,3,0,1,5960,0,0
1258,30,RL,56.0,4060,Reg,Corner,Edwards,1Fam,1Story,5,8,Gable,Wd Sdng,Wd Sdng,None,0.0,3,3,PConc,2,3,No,Unf,0,0,864,864,5,Y,864,0,864,1,0,2,3,4,0,None,0,7,4,WD,Normal,99900,0,1,0,87,1,0,0,2592,0,0
1259,80,RL,59.0,9587,IR1,Inside,Gilbert,1Fam,SLvl,7,5,Gable,VinylSd,VinylSd,Stone,182.0,4,3,PConc,4,3,Gd,GLQ,655,0,201,856,5,Y,1166,0,1166,3,0,2,4,5,0,None,2,7,3,WD,Normal,190000,6,0,1,3,3,0,1,3188,0,0
1260,20,RL,65.0,9750,Reg,FR2,NAmes,1Fam,1Story,6,8,Gable,HdBoard,HdBoard,None,0.0,3,3,CBlock,4,3,No,ALQ,602,438,14,1054,4,Y,1054,0,1054,2,1,3,3,6,0,None,2,7,3,WD,Normal,151000,4,0,1,39,3,0,1,3162,0,0
1261,60,RL,MasVnrArea,24682,IR3,CulDSac,Gilbert,1Fam,2Story,6,5,Gable,VinylSd,VinylSd,None,0.0,3,3,PConc,4,3,No,Unf,0,0,841,841,5,Y,892,783,1675,2,1,3,3,7,1,3,2,6,4,WD,Normal,181000,6,1,1,10,3,0,0,4191,0,0
1262,20,RL,80.0,9600,Reg,Inside,NAmes,1Fam,1Story,5,6,Hip,MetalSd,MetalSd,None,0.0,3,3,CBlock,3,3,No,Rec,504,0,546,1050,4,Y,1050,0,1050,1,0,2,3,5,0,None,1,6,4,WD,Normal,128900,2,0,1,53,1,0,0,3150,0,0
1263,50,RL,MasVnrArea,11250,Reg,Inside,ClearCr,1Fam,1.5Fin,4,5,Gable,Wd Sdng,Wd Sdng,None,0.0,3,3,CBlock,3,3,Av,Unf,0,0,1104,1104,5,Y,1104,684,1788,2,0,5,3,8,2,3,1,11,4,WD,Normal,161500,4,0,0,52,2,0,1,4680,0,0
1264,70,RL,60.0,13515,Reg,Inside,BrkSide,1Fam,2Story,6,6,Gambrel,Wd Sdng,Wd Sdng,None,0.0,3,3,PConc,3,3,No,Unf,0,0,764,764,5,Y,1060,764,1824,1,0,3,3,8,1,4,2,7,2,WD,Normal,180500,6,0,0,88,1,0,0,4412,0,0
1265,120,RH,34.0,4060,Reg,Inside,NAmes,TwnhsE,1Story,6,5,Gable,MetalSd,MetalSd,None,0.0,4,3,PConc,4,3,No,GLQ,266,0,1139,1405,5,Y,1337,0,1337,3,0,2,4,5,0,None,2,8,3,COD,Abnorml,181000,6,1,0,10,3,0,1,4079,0,0
1266,160,FV,35.0,3735,Reg,FR3,Somerst,TwnhsE,2Story,7,5,Hip,MetalSd,MetalSd,BrkFace,218.0,4,3,PConc,4,3,No,GLQ,450,0,241,691,5,Y,713,739,1452,3,1,3,4,6,0,None,2,3,1,WD,Normal,183900,6,1,1,7,4,0,0,3595,0,0
1267,190,RM,60.0,10120,IR1,Inside,OldTown,2fmCon,2.5Unf,7,4,Hip,Wd Sdng,Wd Sdng,None,0.0,2,3,CBlock,3,3,No,Unf,0,0,925,925,3,N,964,925,1889,1,1,4,3,9,1,4,1,1,2,WD,Normal,122000,1,0,0,97,2,0,0,4703,0,0
1268,20,RL,89.0,13214,IR1,Inside,Timber,1Fam,1Story,9,5,Hip,Stucco,CmentBd,None,0.0,5,3,PConc,5,3,Gd,Unf,0,0,2002,2002,5,Y,2018,0,2018,2,0,3,5,10,1,4,3,5,5,WD,Normal,378500,9,1,0,2,2,0,1,6038,0,0
1269,50,RL,MasVnrArea,14100,IR1,Inside,Crawfor,1Fam,1.5Fin,8,9,Gable,Stucco,Stucco,BrkFace,632.0,3,4,CBlock,3,3,Mn,Rec,192,0,536,728,5,Y,1968,1479,3447,3,1,4,4,11,2,4,3,5,3,WD,Normal,381000,9,1,0,73,4,0,1,7622,0,0
1270,50,RL,78.0,11344,Reg,Inside,NAmes,1Fam,1.5Fin,5,5,Gable,MetalSd,MetalSd,BrkFace,180.0,3,3,CBlock,3,3,No,BLQ,460,0,414,874,3,Y,874,650,1524,1,1,3,3,7,0,None,1,7,2,WD,Normal,144000,3,0,1,49,2,0,0,3922,0,0
1271,40,RL,MasVnrArea,23595,Reg,Inside,ClearCr,1Fam,1Story,7,6,Shed,Plywood,Plywood,None,0.0,4,3,PConc,4,3,Gd,GLQ,1258,0,74,1332,3,Y,1332,192,1524,2,1,0,4,4,1,3,2,4,5,WD,Normal,260000,8,0,1,31,3,0,1,4380,0,0
1272,20,RL,MasVnrArea,9156,IR1,Inside,NWAmes,1Fam,1Story,6,7,Hip,BrkFace,BrkFace,None,0.0,3,3,CBlock,3,3,No,Unf,0,0,1489,1489,4,Y,1489,0,1489,2,0,3,4,7,1,4,2,8,4,WD,Normal,185750,6,0,1,41,2,0,0,4467,0,0
1273,20,RL,MasVnrArea,13526,IR1,CulDSac,Sawyer,1Fam,1Story,5,6,Hip,HdBoard,Plywood,BrkFace,114.0,3,3,CBlock,3,3,No,BLQ,560,375,0,935,3,Y,935,0,935,2,0,3,3,5,0,None,1,11,1,WD,Normal,137000,3,0,1,41,2,0,1,2805,0,0
1274,80,RL,124.0,11512,IR1,Corner,Edwards,1Fam,SLvl,6,7,Gable,Plywood,Plywood,BrkFace,84.0,3,3,CBlock,3,3,Av,ALQ,719,0,300,1019,4,Y,1357,0,1357,2,0,2,5,5,1,4,1,5,3,WD,Normal,177000,5,0,0,49,2,0,0,3733,0,0
1275,50,RL,53.0,5362,Reg,Corner,Crawfor,1Fam,1.5Fin,5,6,Gable,Wd Sdng,Wd Shng,None,0.0,3,3,PConc,3,3,No,Unf,0,0,661,661,5,Y,661,589,1250,2,0,3,3,8,1,4,2,11,2,WD,Normal,139000,3,0,0,97,2,0,1,3161,0,0
1276,90,RL,95.0,11345,Reg,Corner,NAmes,Duplex,2Story,5,5,Gable,AsbShng,AsbShng,Stone,567.0,3,3,CBlock,3,3,No,Rec,220,0,708,928,4,Y,928,992,1920,2,0,4,3,10,0,None,2,7,2,WD,Normal,137000,3,0,0,59,2,0,0,4768,0,0
1277,60,RL,MasVnrArea,12936,IR1,CulDSac,NWAmes,1Fam,2Story,6,6,Gable,HdBoard,Plywood,None,0.0,3,3,CBlock,3,4,No,BLQ,593,0,130,723,3,Y,735,660,1395,1,2,3,3,6,1,3,2,12,4,WD,Normal,162000,4,1,1,37,3,0,1,3513,0,0
1278,80,RL,MasVnrArea,17871,IR1,CulDSac,NWAmes,1Fam,SLvl,6,5,Gable,HdBoard,HdBoard,BrkFace,359.0,3,3,CBlock,4,3,Av,ALQ,528,0,1152,1680,2,Y,1724,0,1724,2,1,3,3,7,1,4,2,6,4,WD,Normal,197900,6,0,0,42,3,0,0,5128,0,0
1279,60,RL,75.0,9473,Reg,Inside,CollgCr,1Fam,2Story,8,5,Gable,VinylSd,VinylSd,None,MasVnrArea,4,3,PConc,4,3,No,GLQ,804,0,324,1128,5,Y,1128,903,2031,3,1,3,4,7,1,4,2,3,3,WD,Normal,237000,8,1,1,6,4,0,0,5190,0,0
1280,50,C (all),60.0,7500,Reg,Inside,IDOTRR,1Fam,1.5Fin,4,4,Gable,MetalSd,MetalSd,None,0.0,3,4,CBlock,3,3,No,Unf,0,0,698,698,3,Y,698,430,1128,1,0,2,3,6,0,None,2,4,5,COD,Abnorml,68400,0,0,0,90,1,0,1,2954,0,0
1281,20,RL,67.0,9808,IR1,Inside,CollgCr,1Fam,1Story,7,5,Gable,VinylSd,VinylSd,BrkFace,110.0,4,3,PConc,4,3,No,GLQ,788,0,785,1573,5,Y,1573,0,1573,3,0,3,4,6,0,None,2,3,4,WD,Normal,227000,7,1,1,7,3,0,0,4719,0,0
1282,20,RL,50.0,8049,IR1,CulDSac,Timber,1Fam,1Story,7,5,Hip,HdBoard,HdBoard,BrkFace,54.0,3,3,CBlock,4,3,No,ALQ,1053,0,256,1309,3,Y,1339,0,1339,3,0,2,3,6,1,3,2,7,1,WD,Normal,180000,6,1,1,16,3,0,0,3987,0,0
1283,20,RL,61.0,8800,IR1,Inside,CollgCr,1Fam,1Story,5,7,Gable,HdBoard,HdBoard,None,0.0,3,3,CBlock,4,3,Mn,LwQ,532,144,364,1040,3,Y,1040,0,1040,2,0,3,4,5,0,None,2,9,4,WD,Normal,150500,4,0,0,32,2,0,0,3120,0,0
1284,90,RL,94.0,9400,Reg,Corner,Mitchel,Duplex,2Story,6,5,Mansard,MetalSd,Wd Shng,None,0.0,3,3,CBlock,3,3,Av,Unf,0,0,912,912,3,Y,912,912,1824,2,2,4,3,8,0,None,0,4,5,WD,Normal,139000,3,0,1,39,4,0,1,4560,0,0
1285,50,RL,50.0,9638,Reg,Inside,SWISU,1Fam,1.5Fin,6,7,Gable,Wd Sdng,Wd Shng,None,0.0,3,3,PConc,3,3,No,Unf,0,0,804,804,5,Y,1699,748,2447,2,0,4,4,10,1,4,1,3,5,WD,Normal,169000,5,0,0,91,2,0,1,5698,0,0
1286,50,RM,50.0,6000,Reg,Inside,BrkSide,1Fam,1.5Fin,6,6,Gable,MetalSd,MetalSd,None,0.0,3,2,CBlock,3,3,No,Unf,0,0,780,780,5,Y,825,587,1412,1,0,4,3,6,1,4,1,5,4,WD,Normal,132500,2,0,0,70,1,0,1,3604,0,0
1287,20,RL,MasVnrArea,9790,Reg,Inside,NWAmes,1Fam,1Story,6,5,Hip,HdBoard,HdBoard,BrkFace,451.0,3,3,CBlock,3,3,No,ALQ,569,81,678,1328,3,Y,1328,0,1328,2,1,3,3,6,2,4,2,6,5,WD,Normal,143000,3,1,1,47,3,0,0,3984,0,0
1288,20,RL,MasVnrArea,36500,IR1,Inside,ClearCr,1Fam,1Story,5,5,Gable,Wd Sdng,Wd Sdng,BrkCmn,621.0,3,4,CBlock,3,3,Av,Rec,812,0,812,1624,2,Y,1582,0,1582,2,1,4,3,7,0,None,2,6,1,WD,Normal,190000,6,1,1,42,3,0,1,4788,0,0
1289,120,RL,40.0,5664,IR1,Inside,StoneBr,TwnhsE,1Story,8,5,Gable,CemntBd,CmentBd,None,0.0,4,3,PConc,4,3,No,GLQ,1158,0,343,1501,5,Y,1659,0,1659,3,0,2,5,5,1,5,2,10,4,WD,Normal,278000,8,1,1,9,3,0,1,4819,0,0
1290,60,RL,86.0,11065,IR1,Inside,NridgHt,1Fam,2Story,8,5,Gable,VinylSd,VinylSd,Stone,788.0,4,3,PConc,4,3,Mn,Unf,0,0,1085,1085,5,Y,1120,850,1970,2,1,3,5,8,1,4,3,10,1,New,Partial,281000,9,1,1,0,3,0,1,5025,1,1
1291,80,RL,MasVnrArea,14112,IR1,Corner,NAmes,1Fam,SLvl,5,7,Hip,Wd Sdng,HdBoard,BrkFace,86.0,3,3,PConc,3,3,Av,GLQ,1014,0,138,1152,3,Y,1152,0,1152,2,0,3,3,6,1,4,2,4,5,WD,Normal,180500,6,0,1,46,2,0,1,3456,0,0
1292,160,RM,21.0,1680,Reg,Inside,BrDale,Twnhs,2Story,5,7,Gable,CemntBd,CmentBd,BrkFace,268.0,3,3,CBlock,3,3,No,ALQ,231,0,399,630,3,Y,630,672,1302,2,1,3,3,6,0,None,1,2,4,WD,Normal,119500,1,0,1,37,3,0,1,3234,0,0
1293,70,RM,60.0,6600,Reg,Corner,OldTown,1Fam,2Story,5,4,Gable,Wd Sdng,Wd Sdng,None,0.0,3,3,Stone,3,3,No,Unf,0,0,994,994,3,N,1378,994,2372,2,0,4,3,11,0,None,1,12,4,WD,Normal,107500,1,1,0,117,2,0,0,5738,0,0
1294,60,RL,78.0,10140,Reg,Inside,NWAmes,1Fam,2Story,7,5,Gable,HdBoard,HdBoard,None,0.0,3,3,PConc,4,3,No,GLQ,194,0,638,832,3,Y,832,832,1664,2,1,4,3,8,1,3,2,3,1,WD,Normal,162900,4,1,1,30,3,0,0,4160,0,0
1295,20,RL,60.0,8172,Reg,Inside,Edwards,1Fam,1Story,5,7,Hip,WdShing,Plywood,None,0.0,3,3,CBlock,3,3,No,Rec,167,0,697,864,3,Y,864,0,864,2,0,2,3,5,0,None,2,4,1,WD,Normal,115000,1,0,0,51,2,0,0,2592,0,0
1296,20,RL,70.0,8400,Reg,Inside,NAmes,1Fam,1Story,5,5,Hip,HdBoard,HdBoard,BrkFace,168.0,3,3,CBlock,3,3,Av,BLQ,1016,0,36,1052,4,Y,1052,0,1052,2,1,3,3,5,0,None,1,11,1,WD,Normal,138500,3,0,1,38,3,0,1,3156,0,0
1297,20,RL,80.0,8700,Reg,Inside,NAmes,1Fam,1Story,5,6,Hip,MetalSd,MetalSd,BrkFace,148.0,3,4,CBlock,3,3,Mn,ALQ,776,0,344,1120,4,Y,1128,0,1128,3,0,3,3,6,0,None,2,12,3,WD,Normal,155000,4,1,1,45,3,0,1,3376,0,0
1298,180,RM,35.0,3675,Reg,Inside,Edwards,TwnhsE,SFoyer,6,5,Gable,VinylSd,VinylSd,BrkFace,82.0,3,3,PConc,4,3,Gd,GLQ,547,0,0,547,4,Y,1072,0,1072,3,0,2,3,5,0,None,2,6,1,New,Partial,140000,3,1,0,1,3,0,0,2691,0,1
